LON,LAT,EDO,CLAVE,ESTACION,jun-16
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",125.3
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",160
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",196
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",14.5
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",32.6
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",106.7
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",164.1
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",9.5
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",153.99
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",42.1
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",86.5
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",20.7
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",58.2
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",120
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",138.3
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",6.9
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",205.7
